_id,num_stars
5b8cfa38634f4124079de73c,
5b9361e69ce2e71f3fbc02c2,
5ba9fa088b4c412267f1c522,
5baaf23f9ce2e7749d6c0dba,
5bab059c06e3e779837347f4,
5bc991ed8b4c41165aa5a6d1,3.0
5bd3107d8b4c41715b2cd080,3.0
5bea000e634f416ebdec74bb,
5beaf9c306e3e778bd77c70c,3.0
5c125ff3634f41445bbc27a3,3.0
5c249fd28b4c4157d3372261,
5c642379634f41657e9b5ea4,3.0
5c8724a29ce2e7554ce27c38,3.0
5c8724ea9ce2e75564e27c29,3.0
5c87251c9ce2e75564e27c43,3.0
536998dba3a729239d205098,
5369987aa3a729239d204f8a,
5369a203a3a729239d206739,
5369a201a3a729239d206735,
5369a202a3a729239d206738,
5369960ea3a729239d2048c4,3.0
5369965ea3a729239d204991,3.0
53699758a3a729239d204c83,3.0
53699761a3a729239d204c9a,3.0
53699761a3a729239d204c9b,3.0
53699761a3a729239d204c9c,3.0
53699764a3a729239d204c9e,3.0
53699765a3a729239d204ca0,3.0
53699765a3a729239d204ca1,3.0
53699766a3a729239d204ca4,3.0
53699768a3a729239d204ca8,3.0
53699768a3a729239d204ca9,3.0
53699768a3a729239d204caa,3.0
53699769a3a729239d204cac,3.0
5369976aa3a729239d204cae,3.0
5369976aa3a729239d204caf,3.0
5369976ba3a729239d204cb0,3.0
5369976ba3a729239d204cb1,3.0
5369976ca3a729239d204cb2,3.0
5369976ca3a729239d204cb3,3.0
5369976da3a729239d204cb7,3.0
5369976ea3a729239d204cb8,3.0
5369976fa3a729239d204cba,3.0
53699773a3a729239d204cc9,3.0
53699774a3a729239d204ccb,3.0
53699774a3a729239d204ccc,3.0
53699776a3a729239d204cd0,3.0
53699777a3a729239d204cd3,3.0
53699777a3a729239d204cd4,3.0
53699778a3a729239d204cd6,3.0
53699778a3a729239d204cd7,3.0
53699779a3a729239d204cd8,3.0
53699779a3a729239d204cd9,3.0
5369977aa3a729239d204cda,3.0
5369977aa3a729239d204cdc,3.0
5369977ba3a729239d204cdd,3.0
5369977ba3a729239d204cde,3.0
5369977da3a729239d204ce2,3.0
5369977ea3a729239d204ce6,3.0
5369977fa3a729239d204ce8,3.0
53699780a3a729239d204cea,3.0
53699781a3a729239d204cec,3.0
53699781a3a729239d204ced,3.0
53699782a3a729239d204cef,3.0
53699782a3a729239d204cf0,3.0
53699784a3a729239d204cf3,3.0
53699786a3a729239d204cf8,3.0
53699786a3a729239d204cfa,3.0
53699788a3a729239d204cfe,3.0
53699788a3a729239d204cff,3.0
53699789a3a729239d204d01,3.0
53699789a3a729239d204d02,3.0
5369978ba3a729239d204d05,3.0
5369978ca3a729239d204d08,3.0
5369978ca3a729239d204d09,3.0
5369978da3a729239d204d0b,3.0
5369978da3a729239d204d0d,3.0
53699850a3a729239d204f12,
53699889a3a729239d204fb3,
536998b9a3a729239d20502a,3.0
536998c3a3a729239d205044,
536998c8a3a729239d205050,
536998caa3a729239d205057,
536998cca3a729239d205062,3.0
53699928a3a729239d20517f,3.0
53699947a3a729239d2051ea,2.0
5369995aa3a729239d20521d,
5369995ba3a729239d205221,3.0
5369995ca3a729239d205222,
5369996ba3a729239d205248,
53699976a3a729239d205267,3.0
53a3754ea3a7297d730b2f56,
536999eda3a729239d205378,3.0
536999f0a3a729239d20537c,
536999f1a3a729239d20537f,
536999f2a3a729239d205382,
536999f3a3a729239d205386,
536999f5a3a729239d205389,
536999f5a3a729239d20538b,
536999f6a3a729239d20538d,
53699a1ba3a729239d2053e5,3.0
53699a1ba3a729239d2053e8,3.0
53699a1ea3a729239d2053ee,3.0
53699a75a3a729239d2054c7,
53699aa9a3a729239d205545,3.0
53699b1fa3a729239d205664,
53699b31a3a729239d205696,3.0
53699b33a3a729239d20569b,
537d688ea3a72973a2dc0284,
53699b82a3a729239d20575d,
53699c98a3a729239d2059f6,3.0
53699ddea3a729239d205d39,
5369a223a3a729239d20677f,3.0
53a8bdd2a3a72905b7ce5967,
53c8679ba3a72933e780ee5a,
5369960da3a729239d2048c1,3.0
5407ece2a3a7292ef9c20a5d,3.0
536996caa3a729239d204b1e,
5369976aa3a729239d204cad,3.0
53699773a3a729239d204cc8,3.0
53699782a3a729239d204cee,3.0
53699785a3a729239d204cf6,3.0
5383543ea3a72906c7ec5c5a,3.0
53699787a3a729239d204cfc,3.0
5369980ca3a729239d204e57,3.0
53699846a3a729239d204ef6,
53699918a3a729239d205153,
536999caa3a729239d205324,
536999f0a3a729239d20537d,3.0
536999f1a3a729239d205380,3.0
536999f3a3a729239d205383,3.0
53699a41a3a729239d205444,
53699a4ea3a729239d205465,
53699a6da3a729239d2054b2,3.0
53699b31a3a729239d205697,3.0
542a728c88ee382b8d22e2da,1.0
5422e50888ee38334c5b9e24,3.0
53ba5610a3a729219b7beae3,3.0
53699785a3a729239d204cf7,3.0
53699765a3a729239d204ca2,3.0
53699b22a3a729239d20566e,3.0
536998e1a3a729239d2050a7,3.0
5369a224a3a729239d206783,1.0
53699528a3a729239d204644,
5369a222a3a729239d20677d,
5432b42788ee38109164e603,3.0
5474b729c751df3a88c2acbd,3.0
5432b3a088ee38109064e606,3.0
53ae85bda3a729709f56d501,
548eb06cc751df5ee06accbb,
54a1333dc751df096c04805b,3.0
54abfbe0c751df5ab704805b,3.0
54af823ac751df0b3cde6534,
54d0fb0ec751df6447467389,3.0
54d33fd2c751df3cb6467389,
54d4cce3c751df0885467389,3.0
54e465a0c751df6dd8467389,
54e47072c751df038f467389,3.0
54e47362c751df08de467389,3.0
54e49366c751df38a2467389,
54e4945dc751df38a246738a,
54e49959c751df3f91467389,
54e49ceec751df4662467389,
53834f0da3a72906c7ec5c4f,
54f57a2fc751df3166882845,
55094fdfc751df5789882844,3.0
550aea34c751df416b882844,3.0
550aeb1fc751df4694882844,3.0
550aed97c751df4696882845,
55103071c751df04f9882845,3.0
5513d31dc751df3a10703192,3.0
54e4b311c751df654946738b,
552b85b0c751df4c7ac4b937,3.0
5538f63bc751df32c4e96a50,
555207fd88ee381e451c0bde,
5552080588ee381e451c0be3,
55520808c751df78d2190c7c,
5552083cc751df7832190c96,
55520850c751df7643190c8e,
55520850c751df7832190c9a,
5552090688ee381a501c0be7,
55520f4fc751df7977190c84,
55520f68c751df78d2190c99,
55520f6988ee381e451c0c0c,
55520f6a88ee3815941c0bde,
55520f6bc751df7832190ca4,
55520f6cc751df78d2190c9a,
55520f6cc751df78d2190c9b,
55520f6c88ee3818371c0be0,
55520f77c751df7640190c85,
55520f78c751df7977190c88,
55520f7ac751df78d2190c9d,
55520f7bc751df7832190ca8,
55520f87c751df7977190c8f,
5552125e88ee381f841c0bd7,
5552128788ee381e451c0c1f,
555ca571c751df66d0c98e0f,3.0
55682e99c751df04fde5726b,
556e143fc751df5f7be57269,2.0
55130615c751df0620cea12d,3.0
551307ad88ee383e8c7c596c,3.0
551307b1c751df0cfbcea12f,
5513061388ee3851107c596b,3.0
55130791c751df09a2cea12a,3.0
5564a016c751df128fc98e12,
55520f77c751df7977190c87,
5552085cc751df75a4190c7f,
55520836c751df7832190c93,
5552080888ee381e451c0be5,
55520804c751df75a4190c78,
5588102ac751df3d9aa453bc,
55c8b96c88ee3814a9a46ec2,2.0
5639f9d588ee387c53531575,3.0
563b7770c751df1e33dcc3f0,3.0
563c9052c751df3e01dcc3f4,3.0
563c90a3c751df097fdcc3f3,3.0
56728c80c751df374ac664bd,
56ab384388ee38022fe82d6e,3.0
56ab388988ee380231e82d6e,3.0
56ec085688ee385299e1a626,3.0
56ff8edac751df5782c485cb,
571dd844c751df259afcca0d,3.0
5794dbf6c751df1830fa6070,3.0
57b2079288ee382aafb627aa,
57beb7a3c751df2d8297bae5,3.0
57daa492c751df299c79df73,3.0
57ea317588ee385d765ff490,
582c3353c751df5c9cc0bb7e,
582edae7c751df5642c0bb7e,3.0
5857f831c751df09edc0bb7e,3.0
5878ee27a3a7291484cac7c5,3.0
5878ee5da3a7291485cac7eb,3.0
587f2ea488ee383f769b81a6,3.0
58a181d588ee385d599b81a4,3.0
58a1b53388ee3875fc9b81a4,3.0
592c3015c751df29c96d2ddd,
593457dfa3a72968e2876c0b,
5959233aa3a7291dd09c81ab,
5959233ba3a7291dd09c81ac,
595931cea3a7291dd09c8213,3.0
595a214cc751df1ce1de7a3d,
597703b3c751df586a09b749,1.0
59aea7eab595087a239169ea,3.0
59b774c5a3a729499be72a63,
555ef7aec751df4bdfc98e10,3.0
5369918ca3a729239d203cb5,
580dee9da3a7292dcea9d309,
59ef4b3bc751df3e1b52c8fe,3.0
56bd9e0388ee384c814b6d5b,
555f21dac751df6c21c98e11,3.0
53699e84a3a729239d205ec7,1.0
5878ee49a3a7291485cac7d8,
5a00691a88ee3856ec22b3d5,3.0
5a1ee01b88ee381e09d35420,3.0
53699927a3a729239d20517c,3.0
5a334ab5a3a72933c0c5096c,
5a334b00a3a72933e8c50966,
5a467125c751df37988b7625,
5ae0565288ee387c452edfec,
5b0414fcc751df118f9be5f9,3.0
5b3cb48288ee387f11902c18,
5b59b01ec751df3901097ddb,
5b59b01f88ee38376f1381b8,
5b8ea0c9634f41466a5ad1aa,
5b935f3d9ce2e71b83bc02c3,
5b9360ee9ce2e71d61bc02c4,
5b9364ea9ce2e72451bc02c9,
5be053fd8b4c41598a1daf95,3.0
5bfa8257634f4142faf3d467,3.0
5c067fb28b4c4112198d004c,
5c247e948b4c41198e41cb0b,
5c25f005634f4116040f7f86,
5c5866c7634f4134622a57cf,
5c81320b8b4c4109d6693575,
5c87248006e3e7279b4d34db,3.0
5c87249f9ce2e7554ce27c37,3.0
5c8724a006e3e7279b4d34ed,3.0
5c8724b89ce2e7554ce27c45,3.0
5c87250f9ce2e75564e27c39,3.0
5c8725239ce2e75564e27c46,
5c936e768b4c411d7da5ef77,3.0
5c950302634f4104d7d85a72,
53699942a3a729239d2051db,
5369a30fa3a729239d206993,
5387fc75a3a7291cb36754da,
539a7245a3a7293bc272839f,
53ae9218a3a729709f56d513,
53ae9219a3a729709f56d514,
536998c5a3a729239d205048,
53bb14b7a3a72947192f0bc3,
53698f08a3a729239d203626,3.0
53698f0ca3a729239d203631,3.0
53698f4fa3a729239d2036f1,
53698f60a3a729239d203724,
53698fa9a3a729239d2037dd,
53698faba3a729239d2037e0,
53698fe7a3a729239d20387b,3.0
5369905aa3a729239d2039a7,
53699073a3a729239d2039e4,3.0
53699109a3a729239d203b61,
5369910ba3a729239d203b66,3.0
5369910ca3a729239d203b68,3.0
5369910ea3a729239d203b6c,3.0
53699111a3a729239d203b73,3.0
53699114a3a729239d203b7a,3.0
53699114a3a729239d203b7b,3.0
53699116a3a729239d203b7f,3.0
53699119a3a729239d203b87,3.0
5369911aa3a729239d203b89,3.0
5369911ca3a729239d203b8f,3.0
5369911da3a729239d203b90,3.0
5369914ca3a729239d203c10,3.0
536992e1a3a729239d20403b,
53699329a3a729239d2040fb,3.0
53699335a3a729239d204127,
536994bca3a729239d20450c,3.0
5369970ba3a729239d204bbe,
5369970ba3a729239d204bbf,
53699762a3a729239d204c9d,3.0
53699766a3a729239d204ca5,3.0
5369976fa3a729239d204cbb,3.0
53699775a3a729239d204ccd,3.0
53699776a3a729239d204cd2,3.0
53699780a3a729239d204ceb,3.0
53699783a3a729239d204cf1,3.0
5369978aa3a729239d204d04,3.0
5369978ba3a729239d204d06,3.0
5369978ba3a729239d204d07,3.0
53699792a3a729239d204d1a,3.0
536998dca3a729239d20509b,
536998dca3a729239d20509c,
536998dda3a729239d20509d,
53699920a3a729239d20516b,
536999bfa3a729239d20530b,
53699b26a3a729239d20567a,
53699da4a3a729239d205ca8,3.0
53699e75a3a729239d205ea0,3.0
53699e75a3a729239d205ea1,3.0
53699e75a3a729239d205ea2,3.0
53699e76a3a729239d205ea3,3.0
53699e87a3a729239d205ecf,
53699e95a3a729239d205ef3,1.0
53699e95a3a729239d205ef4,1.0
53699ee4a3a729239d205fc9,
53699f12a3a729239d206041,
53699f46a3a729239d2060c2,
53699fbca3a729239d2061d3,2.0
5369a0a0a3a729239d2063eb,2.0
5369a0a0a3a729239d2063ec,2.0
5369a0a1a3a729239d2063ed,2.0
5369a0a1a3a729239d2063ee,2.0
5369a0a2a3a729239d2063ef,2.0
5369a0a2a3a729239d2063f0,2.0
5369a0a2a3a729239d2063f1,2.0
5369a0a3a3a729239d2063f2,2.0
5369a0a3a3a729239d2063f3,2.0
5369a0a4a3a729239d2063f4,2.0
5369a0a4a3a729239d2063f5,2.0
5369a10aa3a729239d2064e4,
5369a113a3a729239d2064fd,3.0
5369a119a3a729239d20650b,3.0
5369a136a3a729239d206551,3.0
5369a1baa3a729239d20668c,3.0
5369a201a3a729239d206736,
5369a202a3a729239d206737,
5369a229a3a729239d206797,
5369a239a3a729239d2067bb,3.0
5369a247a3a729239d2067de,2.0
5369a290a3a729239d206880,
53c55c46a3a72974dfb2aa96,3.0
53d19a4da3a72946ca86f1dc,
53d3868fa3a72904270136ae,
53dfd5d9a3a729110ca8d36f,
53fa7289a3a7295ef78aa117,
53698e0da3a729239d203379,
53698e66a3a729239d20345b,3.0
53698e7aa3a729239d203495,
53698e7ba3a729239d20349c,
53698e88a3a729239d2034bd,3.0
53698f0ca3a729239d203630,
53698f21a3a729239d203669,
53698f26a3a729239d203676,
53698fa2a3a729239d2037c9,2.0
53698faba3a729239d2037e2,
53698fd6a3a729239d203850,3.0
53698fdea3a729239d203863,3.0
53ea9b97a3a7297931072b3b,3.0
53699029a3a729239d203924,3.0
53699031a3a729239d20393a,3.0
53699036a3a729239d203945,3.0
53699036a3a729239d203947,
53699054a3a729239d203997,1.0
53699073a3a729239d2039e5,
536990c0a3a729239d203aa8,3.0
53699121a3a729239d203b9c,3.0
5369913da3a729239d203beb,3.0
5369919da3a729239d203cdf,
53bb1b17a3a72947192f0bc6,3.0
53699588a3a729239d204755,
536995f7a3a729239d204888,3.0
53699639a3a729239d204934,
53699760a3a729239d204c99,3.0
5369977da3a729239d204ce3,3.0
53699784a3a729239d204cf5,3.0
536998daa3a729239d205097,
53699929a3a729239d205181,
5369992aa3a729239d205183,3.0
5369992ba3a729239d205185,3.0
5369992ba3a729239d205187,3.0
5369993ca3a729239d2051c4,
53699b31a3a729239d205695,3.0
53699edaa3a729239d205fad,
53699ee5a3a729239d205fca,3.0
53699f14a3a729239d206046,
53699f37a3a729239d20609e,3.0
5369a308a3a729239d206988,
53ca4245a3a7294a1ddd784f,3.0
54100bc7a3a72937cb2c702c,
54100bc9a3a72937cb2c702e,
54100bc9a3a72937cb2c702f,
54100bcba3a72937cb2c7032,
54127e6fa3a7292a9bbf14f5,
54128218a3a7292a9bbf14fb,
5416b255a3a7291d308f8b23,
541980aac751df2afa6125ae,
541980cbc751df2afb6125b0,
5434e52288ee384493ba99a5,
5434fcf988ee384492ba99a5,
5429289888ee38032aa59158,
543d0e2188ee383227cb1046,
5436344388ee3842773199b2,3.0
542ed76e88ee386242a1c869,3.0
542c074f88ee386c41cb3922,3.0
542ac79788ee3856881605a1,3.0
53dfc8b6a3a729110ca8d361,1.0
53d047fba3a72970fff91f16,
53c4cdf4a3a72907b572b337,
53807bd0a3a7297e4d35d701,3.0
53698f37a3a729239d2036a3,3.0
53698fb5a3a729239d2037fb,3.0
53698e0da3a729239d20337a,
53699531a3a729239d20465a,3.0
53698e49a3a729239d203411,
5369a130a3a729239d206543,3.0
53699cfca3a729239d205b01,3.0
5369a133a3a729239d206549,3.0
536992f2a3a729239d204065,
53699c93a3a729239d2059e9,3.0
5369909aa3a729239d203a48,3.0
53699924a3a729239d205174,3.0
53699264a3a729239d203efa,3.0
5369993ca3a729239d2051c6,3.0
53699773a3a729239d204cca,3.0
5369962ca3a729239d204910,
536998e0a3a729239d2050a6,3.0
53698e59a3a729239d20343a,
53699e79a3a729239d205eac,
53699815a3a729239d204e6f,
53698fa1a3a729239d2037c8,
536999e7a3a729239d20536d,
53699da0a3a729239d205c9f,3.0
5369914ea3a729239d203c15,3.0
53699f29a3a729239d20607b,3.0
53699f3ba3a729239d2060a8,3.0
536993b5a3a729239d20427f,3.0
53698eb0a3a729239d203524,
5369958ea3a729239d204763,
5369a370a3a729239d206a80,
5369914aa3a729239d203c0a,3.0
53699e73a3a729239d205e9c,2.0
53699c97a3a729239d2059f3,1.0
546085bfc751df73c489ec20,
5469f558c751df620a6c8d09,
5469f5e7c751df620a6c8d0a,
546b435dc751df16266c8d07,
546f5046c751df461af46d9b,
54857374c751df42f752aa9a,
5488088cc751df17b3a3fc15,3.0
54900ddfc751df5efe6accbd,
549149a4c751df33306accbb,
54919290c751df203a6accbb,3.0
549195afc751df25466accbb,3.0
54919616c751df203a6accbc,3.0
54919ae4c751df2dbb6accbc,
5491c3afc751df6f5904805a,
5492b1bbc751df3ec504805d,3.0
5492d9b9c751df02aa04805a,3.0
5369911ba3a729239d203b8c,3.0
54789c1ec751df04a24484b4,3.0
549a8d90c751df527904805b,
54ae6170c751df637fde6534,3.0
54b3e109c751df7aa9ae2618,2.0
54bd1782c751df12fc5fa5a4,3.0
54bd1808c751df12fd5fa5a3,3.0
54bd189cc751df18385fa5a2,3.0
54d340a2c751df3cdd46738a,3.0
54d89b45c751df1933467389,
54ddd9ecc751df498d46738b,3.0
54df66d7c751df149e467389,3.0
54e2fed7c751df6281467389,3.0
54e34224c751df47ec467389,3.0
54e34365c751df47ed46738b,3.0
54e348ebc751df47ce46738a,3.0
54e36299c751df7615467389,
54e3637dc751df7960467389,
54e3646cc751df7967467389,
54e365efc751df7b36467389,3.0
54e45063c751df544f467389,3.0
54e46309c751df61e546738a,3.0
54e4669dc751df72fa467389,
54f0685ec751df3e68882844,3.0
5429295b88ee380326a59159,3.0
542e8d3888ee387d53138110,3.0
550945c4c751df5af6882844,3.0
55094f07c751df653a882844,3.0
550ae6fec751df33e3882844,
550aed02c751df4847882846,3.0
5509722dc751df1865882844,3.0
551581e0c751df39deb33e55,3.0
5519458dc751df4766057c91,3.0
55194ce1c751df5017057c92,
55194eeac751df555e057c91,
55253dd0c751df0cdfaec475,
5538f5bac751df32c3e96a47,
5538f5c588ee387c4ffb302d,
5538f5e3c751df32c5e96a46,
555206e888ee381e451c0bd6,
555206f088ee381c0e1c0bd7,
555207fbc751df7832190c7e,
555207fb88ee381e451c0bdb,
555207ffc751df78d2190c79,
55520803c751df78d2190c7b,
5552080388ee381e451c0be2,
55520805c751df7832190c80,
5552080688ee381e451c0be4,
55520807c751df7640190c7c,
5552080d88ee381e451c0be6,
5552081888ee381e451c0bec,
55520819c751df78d2190c7e,
55520819c751df75a4190c7c,
5552082788ee3815941c0bda,
5552082f88ee381e451c0bf0,
5552082fc751df7643190c85,
5552083188ee3815941c0bdb,
5552083388ee381a501c0be0,
55520836c751df7832190c94,
5552084dc751df7832190c99,
5552084f88ee381e451c0bfa,
5552085188ee381e451c0bfb,
55520851c751df7643190c8f,
5552085c88ee381e451c0bfd,
55520f4388ee381e451c0c02,
55520f4788ee381e451c0c04,
55520f4788ee381c0e1c0be4,
55520f49c751df78d2190c94,
55520f6888ee381e451c0c0b,
55520f69c751df7832190ca3,
55520f6cc751df7832190ca5,
55520f6e88ee381e451c0c0f,
55520f7588ee3818371c0be1,
55520f76c751df78d2190c9c,
55520f7788ee381c0e1c0be8,
55520f7888ee381e451c0c10,
55520f7988ee381c0e1c0be9,
55520f7a88ee381c0e1c0bea,
55520f7bc751df78d2190c9e,
55520f7dc751df7977190c8c,
